"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","negLogP","PointSize","Significance"
"cbfa2t2",1313.7501853643,-0.741896902235995,0.439744846763817,-1.68710766640197,0.0915826511875497,0.422586383435324,"cbfa2t2",1.03818678841853,0.519093394209263,"No significativo"
"sctr",3.95939575012651,-4.24585677500853,4.28485962056868,-0.990897520802567,0.321735623073446,NA,"sctr",0.492500850668708,0.246250425334354,"No significativo"
"cnnm2a",215.515646897086,-0.848018839664025,0.654064163734183,-1.29653768954794,0.194790303924588,0.588406475790627,"cnnm2a",0.710432664792364,0.355216332396182,"No significativo"
"igfbp1a",362.66203440811,0.263839108232127,0.391602736568031,0.673741737722233,0.500475521582782,0.826674756459742,"igfbp1a",0.300617159146697,0.150308579573348,"No significativo"
"pycr3",40.155358026919,0.548179718682983,1.34183892623822,0.408528704872036,0.682885560896521,NA,"pycr3",0.165652070015905,0.0828260350079523,"No significativo"
"pycr1",32.3080402805409,-18.7963190169653,2.77439067821016,-6.77493590379683,1.24461426054167e-11,NA,"pycr1",10.9049652272636,5.45248261363179,"Negativo"
"b3gnt3.4",140.312054705565,1.04606923394353,1.3052105413062,0.801456317458686,0.422867523058425,NA,"b3gnt3.4",0.37379566812368,0.18689783406184,"No significativo"
"b3gnt3.3",4.53953231782906,3.96501152396992,4.65642796441095,0.851513553795846,0.394484137472389,NA,"b3gnt3.3",0.403970455437361,0.201985227718681,"No significativo"
"b3gnt3.2",4.1827489348563,6.0274248330846,4.72224643218405,1.27638930319376,0.201817935634908,NA,"b3gnt3.2",0.695040240472058,0.347520120236029,"No significativo"
"b3gnt3.1",4.98846304195087,-0.298128558847648,4.59629967750587,-0.0648627330168829,0.948283292826456,NA,"b3gnt3.1",0.0230619009193997,0.0115309504596998,"No significativo"
"ap1m2",369.381444680439,0.573531476388028,0.633899138940685,0.904767716432716,0.365588458034577,0.743119623468863,"ap1m2",0.437007523799855,0.218503761899928,"No significativo"
